Identifier (RIC),Company Name,Country of Exchange,GICS Industry Name,"Company Market Capitalization
(USD)",ISIN,"ESG Score
(FY-1)","ESG Score
(FY-2)","ESG Score
(FY-3)","ESG Score
(FY-4)","ESG Score
(FY-5)","ESG Score
(FY-6)","ESG Score
(FY-7)","ESG Score
(FY-8)","ESG Score
(FY-9)","ESG Score
(FY-10)","ESG Score
(FY-11)","ESG Score
(FY-12)","ESG Score
(FY-13)","ESG Score
(FY-14)","ESG Score
(FY-15)","ESG Score
(FY-16)","ESG Score
(FY-17)","ESG Score
(FY-18)","ESG Score
(FY-19)","ESG Score
(FY-20)","ESG Score
(FY-21)","ESG Score
(FY-22)","ESG Score
(FY-23)","ESG Score
(FY-24)","ESG Score
(FY-25)","Controversies Score
(FY0)","Environmental Pillar ESG Score
(FY0)","Social Pillar ESG Score
(FY0)","Governance Pillar ESG Score
(FY0)","ESG Score
(FY0)"
NOC.N,Northrop Grumman Corp,United States of America,Aerospace & Defense,75594476931.48,US6668071029,76.3900818681223,69.8554926394358,67.6480210816453,78.6739148561257,78.0324228860823,84.4634631877411,81.8973488029896,79.6956425538537,74.5146827947557,65.2963122997223,66.3975063104251,68.2606138691921,64.9932919616102,72.3525258390517,67.3387236559484,66.9216461221659,46.616640051932,29.3025044709471,33.3862724042418,31.0690373875395,23.9135785924588,34.6210809643278,,,,0,3,3.571429,3.625,68.9912061119628
MDLZ.OQ,Mondelez International Inc,United States of America,Food Products,74580051404.6,US6092071058,79.7742628459564,83.4780908399181,83.229489854526,83.1629131282291,77.2206310995401,70.5638924060331,69.2210277803096,70.4127535356139,71.5817014077134,75.6235409301732,78.1219746375344,75.6232228731136,82.2401842879673,83.5858111691116,87.1704110806619,85.7686366365194,70.6813276766532,76.8477004679289,78.7091489388281,41.7730049858208,35.4331473105761,18.1068144156027,,,,1.55955,3.666667,2.857143,3.625,77.4993217135777
FDX.N,FedEx Corp,United States of America,Air Freight & Logistics,74168524035.04,US31428X1063,71.2662185120921,72.0312361343809,74.9891179620456,74.7325026391349,79.6364903023629,77.5604365338577,80.7130095699491,77.2112543607137,76.7444671672431,72.5616495766044,70.2810951339858,63.2309552380029,66.6999508293598,66.0254441345112,62.8357284598121,57.1123432992722,40.5421397753052,32.6222607202084,31.7584905785931,18.498874975385,21.5099677588156,15.870788180257,,,,3.789322,2.583333,2.625,3.5,62.9097826958629
CVNA.N,Carvana Co,United States of America,Specialty Retail,73619614868.8,US1468691027,15.2136409052822,16.6473204275646,17.8490260782594,17.8309164638125,20.8015659306524,22.5573656619106,27.7692479048826,18.8809749776551,20.6856744548871,,,,,,,,,,,,,,,,,0,0,0,1.75,20.9866288597394
BE.N,Bloom Energy Corp,United States of America,Electrical Equipment,73107762953.36,US0937121079,44.4473295194395,42.7284315428497,30.6446348740315,33.8684648323079,25.7387128922393,,,,,,,,,,,,,,,,,,,,,3.73502,1.846154,1.857143,1.625,43.8005457132514
CL.N,Colgate-Palmolive Co,United States of America,Household Products,72825229103.1,US1941621039,82.976281385135,88.3288289709698,89.3540887875263,88.4179982020939,78.7692921056583,81.8426017805525,87.0557386177408,87.6454074543304,81.5264550447703,75.1574735531192,74.3725990689474,74.0823473714149,73.1471910840252,78.0517639429093,77.8976385177371,75.2323547168454,69.2076642003107,40.5278914204707,46.23871660456,47.9116713705048,50.0884067847947,40.8289963026813,,,,1.282453,3.470588,3.125,3.625,77.1955605104665
NSC.N,Norfolk Southern Corp,United States of America,Ground Transportation,72716799703.77,US6558441084,72.1529000258477,70.6612815472879,67.6642162278146,66.2285921241724,66.5712269133655,68.4796319413124,72.1048707775571,70.3208160880091,63.8873800230273,62.5690206006206,62.4062055483716,64.8825130390092,68.2722998327849,60.7738068109523,63.1566068843841,56.3529285134064,55.8456939866076,45.7693399499103,36.6082484937173,,,,,,,5,2.916667,2.25,3.5,66.6288035373281
TDG.N,TransDigm Group Inc,United States of America,Aerospace & Defense,72473702828.93,US8936411003,47.0554612046502,39.2970821196638,43.0031808842607,32.1692109964414,37.6625721751815,34.1104548716067,17.8282544687566,13.9249568264843,20.6255937826923,12.7738408393919,7.96632559394229,5.6429377325192,10.9713260903319,10.8450890432628,7.23555384584602,7.46076600503714,,,,,,,,,,0,1.076923,0.571429,3.25,40.4958203125488
KMI.N,Kinder Morgan Inc,United States of America,"Oil, Gas & Consumable Fuels",72084354526.8,US49456B1017,83.0070236740939,83.7058411066008,84.2183927123241,87.2050306728801,84.9835987662586,68.1081017229329,54.5357347956145,40.5657796677733,34.4561569844149,25.8848246694992,18.7241850984333,34.5677344916619,30.4791494792218,,,,,,,,,,,,,0.832229,2.857143,2.714286,3.230769,81.6028629828905
NXPI.OQ,NXP Semiconductors NV,United States of America,Semiconductors & Semiconductor Equipment,72060295368.18,NL0009538784,80.4687993424186,79.1329760963755,78.6366907356648,81.3725384917106,75.5359275300158,74.6580321926223,63.1451595574489,65.7071858218516,61.6890631969331,52.8381886114169,45.7762116787396,,,,,,,,,,,,,,,0.986516,3.384615,5,4.875,87.0213449752961
TRV.N,Travelers Companies Inc,United States of America,Insurance,71763330993.64,US89417E1091,67.4724132605251,67.8548845288919,61.536994372434,65.5308213671285,69.9147420276553,65.605634373596,47.6325840623744,36.2579764396909,42.5593682340551,48.8010978123939,41.6598647816513,43.4195065565521,47.1141679978553,44.8139483156629,47.0630627432133,55.8691440874367,44.2166768175826,41.8875592400048,29.654107176606,23.3432318960497,43.6517907672407,41.1566901774754,,,,0,3.25,2,2.642857,63.3688648081842
SPG.N,Simon Property Group Inc,United States of America,Retail REITs,71249736565.52,US8288061091,66.3207573579253,61.5130425616845,,70.3966928971442,68.0588090571431,66.5666855399812,68.5237860002885,64.2601475654753,63.740183340151,60.0607698670178,38.2607914037647,36.4754064499211,37.6235160598156,46.4960963952832,39.6052557367071,32.3344484755993,31.8248788309783,47.0636227264511,41.6796369911305,,,,,,,0,2.083333,1.333333,3.2,55.0421289583702
CTAS.OQ,Cintas Corp,United States of America,Commercial Services & Supplies,71208359342.76,US1729081059,67.12672683103,77.0211304561455,65.7485248099796,66.2802861614465,59.9436711916766,56.2139558169261,61.7438420187947,64.5152510963674,74.6466274123014,71.0124722757131,72.1765082248083,71.5694456087538,74.042672419287,65.5808783241699,61.5724385279361,55.5317020194185,46.2992505270991,31.4929654922049,34.3903479592192,30.4036275920271,14.9830574231377,20.0101766355864,,,,0,2.111111,2.428571,3.785714,64.9451660778072
EOG.N,EOG Resources Inc,United States of America,"Oil, Gas & Consumable Fuels",71127213896.2,US26875P1012,57.2643419055627,56.5032275173701,53.8797760555871,55.8160027574052,51.4095829544999,44.9294372383286,47.3942499380799,41.8494234539165,41.7515865947724,34.9803469558106,31.6096031663125,32.5332067836837,37.0705861334308,22.3731248664681,26.5363121150098,32.2926630753933,24.6174220459864,17.1472395806434,16.8987085505741,19.9340874371341,8.75914882081864,15.1484496801029,,,,0.675399,2.428571,2.857143,3.230769,56.4809982355739
HON.OQ,Honeywell International Inc,United States of America,Industrial Conglomerates,70984990768,US4385162056,74.9294994552151,77.7346729711507,79.993039656204,81.9712763892369,73.3750654534463,74.6138710567125,68.4060195462971,66.6625867188143,63.3317136514552,53.5170622990177,68.1400152180351,64.7153372907341,62.5282709424944,49.9621765278315,37.9424494805859,47.2669038530234,45.1809568949188,40.9702505113509,39.4568608980446,40.0609795260758,34.2861796026404,23.9110327012846,,,,1.311561,3.076923,3.142857,3.461538,69.7272195851731
ROST.OQ,Ross Stores Inc,United States of America,Specialty Retail,70815630337.76,US7782961038,52.1141685247735,59.7123954804239,52.3075261336948,55.9400369886187,40.8393643581875,45.2187067828211,45.2880219295209,47.8370896737483,46.9891613697893,46.8506047683745,47.6601589402322,36.9141179748211,38.7748869270247,34.0658000020086,33.3120796244931,31.6992708493258,31.1004484999688,22.1709394738731,34.0926068744423,19.3916795676354,14.2886939032207,,,,,0,1.555556,1.625,3,55.3770418876616
SLB.N,SLB NV,United States of America,Energy Equipment & Services,70626523905.64,AN8068571086,74.7130841105548,75.4024988967181,76.3047786577029,77.4996856521636,70.6549680850338,71.2550938285076,71.1530674869246,68.0689065141947,69.4342517635088,55.5030563884387,57.0653933898941,49.0137167351517,51.1164590150908,44.2879756605181,46.4934751110226,48.0580629257839,46.3655014127558,50.6278109863431,44.8254376229141,28.7389854727316,28.4324256018196,38.2198142414861,45.6295149638803,,,0.59319,3.071429,3.428571,4.153846,74.7422474714487
ORLY.OQ,O'Reilly Automotive Inc,United States of America,Specialty Retail,70432494564.21,US67103H1077,42.2438553172597,41.9729469058599,35.2450993562727,37.0393947798891,45.2719672477389,41.3648240174304,39.610196280244,30.5307515220129,30.7767632612323,39.3972079735584,38.3791143960499,36.6045869930425,35.9472157350696,39.2280813581046,15.2875761900311,32.3185627556553,,,,,,,,,,2.375877,1,0.375,3.25,43.8965456031838
REGN.OQ,Regeneron Pharmaceuticals Inc,United States of America,Biotechnology,70248441781.92,US75886F1075,68.140395328807,70.4637896628355,64.6006618215302,62.7241001183813,70.4497788816702,58.3612559109293,53.4282321477692,43.3471812654033,39.4057365075178,20.8713337803974,24.0284737168459,23.9536418015481,22.7418107982298,31.3774755194685,,,,,,,,,,,,0.789307,2.666667,2.571429,3,68.388031133014
ALAB.OQ,Astera Labs Inc,United States of America,Semiconductors & Semiconductor Equipment,70170982067.82,US04626A1034,7.85455016275122,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.375,6.70435946707835
CRH.N,CRH PLC,United States of America,Construction Materials,69733374541.76,IE0001827041,84.0359980442475,88.0286621420376,89.6079464678531,91.2021429801133,92.4240880335375,82.1793605704424,82.0150429890132,84.9825930313959,86.1738206540894,79.2580564762312,80.9979097429429,81.5330967573311,73.9574096443009,77.4797144079465,77.7821777956581,75.8983744732089,74.7360707076329,63.5960535169421,56.9525874039847,54.4771591833286,,,,,,0.687162,4.133333,4.1,3.9,85.7301006499192
MSI.N,Motorola Solutions Inc,United States of America,Communications Equipment,69255016766.22,US6200763075,77.4879592129874,82.3512434492702,86.3911042026502,84.7301104688196,82.4552564232343,79.2037971674135,77.9749589569106,79.4706496567503,79.0582677010851,73.6097338194275,72.6457654912418,69.29783683537,62.0904084383529,75.309998601708,70.6542991253973,80.5215791358925,72.3200549098817,53.498019058028,52.7573384699364,46.9240146525491,35.1360220407855,41.0802598345524,,,,0,3.307692,2.428571,3.181818,76.9797267678067
GM.N,General Motors Co,United States of America,Automobiles,69112637196.75,US37045V1008,73.0998958111568,76.2034582675822,79.2537544002889,76.4502253936697,82.222077287564,86.1601887815613,89.3463121377542,84.9423703135851,72.0474792554795,59.1851860596807,54.3375963289857,51.619437840647,39.3663476206967,34.0373974440469,,,,,,,,,,,,5,4.230769,1.857143,3.75,64.5868945201037
APO.N,Apollo Global Management Inc,United States of America,Financial Services,69089858757.92,US03769M1062,57.326410338901,47.6026795963205,44.7941364678639,44.9190102257798,39.8054464807785,35.1682864219616,27.1799878250062,,,,,,,,,,,,,,,,,,,0,3.25,2.5,3.357143,61.0911632946895
URI.N,United Rentals Inc,United States of America,Trading Companies & Distributors,68201427209.19,US9113631090,76.8123236033399,67.9826126781444,69.4833400193101,78.5888841744976,67.2103935768773,49.6040966873411,41.1020792797241,39.2212718894196,43.8245516180214,40.5208976074261,,,,,,,,,,,,,,,,0,2.75,3.5,2.692308,75.4463059193344
ET.N,Energy Transfer LP,United States of America,"Oil, Gas & Consumable Fuels",68142139662.54,US29273V1008,31.3370076114363,30.7514649827584,31.7545712472384,26.0292965589866,24.0398569937845,,,,,,,,,,,,,,,,,,,,,0,1.5,0.571429,1.538462,30.9178821677472
RSG.N,Republic Services Inc,United States of America,Commercial Services & Supplies,67283059186.03,US7607591002,80.0531507274411,76.966977379199,72.9752808678879,74.771422803556,71.3737656967516,73.5518499191777,70.4556323873714,64.3262886744217,59.7165235420646,57.0422381350622,45.922925557474,50.3281208680956,22.8523337439352,26.7762646026692,27.0990387263115,23.4239527206322,24.2425544033555,34.4851406318325,31.9062792818419,40.0677619344189,,,,,,0,2.846154,3.428571,4.375,75.908366550817
BSX.N,Boston Scientific Corp,United States of America,Health Care Equipment & Supplies,66871119503.21,US1011371077,83.3840266220164,80.92912710301,82.8371418109894,82.4547082806872,84.6290415261956,78.5496860457549,78.0632750012304,71.7664126493403,53.8560934681831,47.6482336441283,51.9252605309548,45.5571254886633,38.1856884074354,39.9539304960841,46.2537524099098,46.6930305625457,40.1442577510776,36.0497944658408,31.4037240157565,43.365938655626,35.9424124462456,23.1549785671946,,,,0,3.888889,3.428571,3.230769,78.4865411913438
SE.N,Sea Ltd,United States of America,Broadline Retail,66828186195.42,US81141R1005,25.3099068387711,26.3376951351738,30.9411455317815,32.4502572061112,33.3032785954789,,,,,,,,,,,,,,,,,,,,,0.898048,0.75,0.75,1.769231,31.2704706066431
WBD.OQ,Warner Bros Discovery Inc,United States of America,Entertainment,66439122603,US9344231041,59.6107424824474,60.9614110189356,49.6412222878177,51.7791967186351,50.8304870122351,43.4894494087269,37.5815314232748,35.5900459931265,36.6555444614866,31.5265037769121,22.2147773406612,22.715862856599,21.904047681154,24.2328123819616,18.585692175633,24.1238340301776,19.6769406048669,7.63253960803948,9.78779796319353,,,,,,,2.753034,2.5,2,3.818182,70.4725242283583
NU.N,Nu Holdings Ltd.,United States of America,Banks,66032724071.9,KYG6683N1034,52.1013699729015,58.062150722008,,,,,,,,,,,,,,,,,,,,,,,,0,1,1.5,1.785714,42.5568820197676
APD.N,Air Products and Chemicals Inc,United States of America,Chemicals,65880080953.1,US0091581068,78.4006290167058,82.0636271234217,83.5832627959431,81.2011229572533,78.3279119751994,84.4153459434183,74.4474012619916,73.1285690815751,79.3973612024148,78.7975314932712,75.5096895020603,84.4289564027193,85.0477285937393,79.6598584602599,71.5728918546372,55.7619058634357,51.9092280209185,47.0108796632398,41.1474450992004,,,,,,,1.087273,3,3.142857,3.3,77.2818044610939
AJG.N,Arthur J. Gallagher & Co.,United States of America,Insurance,65876096000,US3635761097,62.550295588657,59.6491047344135,53.1264254613047,54.1769538870031,54.2704520441375,50.621851547151,55.8499909523718,52.5337180949676,51.9520280478531,51.5034418390335,50.0275571918528,50.7195444668911,45.9450368252124,47.5365985377202,42.2761864974441,45.7381104245565,,,,,,,,,,0,2.25,1,3.142857,57.7107243513227
MPWR.OQ,Monolithic Power Systems Inc,United States of America,Semiconductors & Semiconductor Equipment,65625888800,US6098391054,61.0422123809278,62.9513876809322,50.7024411772704,45.4643239708448,41.4048709645425,35.1740164394793,20.4920210879596,25.65813722425,28.2705708248125,25.4604939977281,,,,,,,,,,,,,,,,0,2.846154,2.428571,2,57.6145281533933
CIEN.N,Ciena Corp,United States of America,Communications Equipment,65445577957.48,US1717793095,58.4875453916956,60.1467745135408,64.52531977743,65.5578982955612,59.5969435468292,51.3120653181877,47.232043528334,41.4767445984523,44.5837022666441,39.6749829007909,18.6742584381485,27.9145761071227,24.9764609191281,27.4214025413877,23.386704242788,24.7455774468621,18.1477939768131,23.7895419925544,27.2259578473471,18.8115516486723,24.8098885686543,25.3759259116222,,,,0,3.25,3,2.8,66.8055736520121
HPE.N,Hewlett Packard Enterprise Co,United States of America,"Technology Hardware, Storage & Peripherals",65031634916.31,US42824C1099,73.1350982439464,74.3317133044567,74.4259480365527,75.9067339675215,69.6982466753381,64.6124715765897,66.9796040942345,67.5061446340276,70.1405482589071,,,,,,,,,,,,,,,,,1.926515,3.769231,3.571429,4.142857,71.9024010171521
PCAR.OQ,Paccar Inc,United States of America,Machinery,64691103268.68,US6937181088,61.2976858590759,62.9971316822795,63.6847575223713,65.1139591233527,63.8271976941464,60.0760516405472,60.4866722564673,60.1015502345471,55.1936014980191,48.5490881188356,45.2477382540676,47.4806389406097,46.9343894312652,31.3751107836444,27.5719323664526,28.5549640897051,23.5254421835721,24.0348612725544,13.4002582515645,11.5271162589305,10.1734916097921,12.9184317142922,,,,1.396384,2.461538,1,3,57.7584820927058
GWW.N,WW Grainger Inc,United States of America,Trading Companies & Distributors,64439297598.34,US3848021040,76.7128049577334,78.4032736975754,77.8853776886437,78.382880272928,72.9037788381074,70.910130316097,59.2179207263277,57.8830322903992,58.9574161392097,52.1063383678493,57.7214864829571,42.7783710591349,43.7071000726784,50.5060165949487,52.0649399241742,46.6755912520884,34.2246984256153,34.5021175321988,23.4424833293727,22.6865471730688,19.5757743685469,18.5021131848535,,,,0,2.538462,2.571429,3.5,77.314304214561
DLR.N,Digital Realty Trust Inc,United States of America,Specialized REITs,64140199485.49,US2538681030,70.2516100018811,68.7339757379332,72.7870486295311,71.9064418416866,75.845508317564,60.3531960617235,42.3245755830756,43.7079629231127,39.5522852484545,34.8723423546256,37.8234356605427,33.6432070639009,38.2758680313303,34.8709796167244,41.6831768765876,,,,,,,,,,,0,2.666667,2.666667,4.1,67.8854635545043
COHR.N,Coherent Corp,United States of America,"Electronic Equipment, Instruments & Components",64021011404.04,US19247G1076,44.1099409910312,43.7962814593398,33.6687205086933,24.5879590221791,28.8389949107245,26.2370076758838,27.3402836231407,26.7424600909127,23.4456802977384,,,,,,,,,,,,,,,,,0,2.615385,3.285714,2.692308,58.0105518864811
ALL.N,Allstate Corp,United States of America,Insurance,64005140035.2,US0200021014,73.3289233701049,74.3562607036393,69.7037697838083,72.7851649541287,75.4805788658095,70.3872917090127,82.9669908978076,77.7349087788645,77.0443090953872,82.3770844884751,81.2871669677543,75.1274754545071,76.5794758926299,76.0848405205223,79.2581738853108,77.6781332020217,54.1262963791409,47.7740451030705,55.2284241062139,51.0142400375921,46.4643238921677,39.4772444499927,,,,0,4.25,2,3.142857,71.1885180922775
